artist,album,price,format,qty,orderdate,store.id
Pink Floyd,The Wall,14.98,lp,5,2019-06-19,X035
The Doors,The Doors,7.98,cass,6,2019-06-10,X044
Van Halen,1984,9.98,lp,6,2019-06-10,X044
ZZ Top,Eliminator,9.98,cass,5,2019-06-10,X044
Van Halen,1984,9.98,cass,2,2019-06-10,X044
Queen,Night at the Opera,7.98,cass,6,2019-01-07,X011
Led Zeppelin,IV (untitled),7.98,cass,6,2019-01-07,X011
The Doors,The Doors,7.98,cass,5,2019-01-07,X011
The Doors,The Doors,7.98,cass,1,2019-01-07,X011
Van Halen,1984,9.98,lp,3,2019-01-07,X011
The Beatles,Abbey Road,7.98,cass,7,2019-06-12,X012
Pink Floyd,The Wall,14.98,cass,3,2019-06-12,X012
Queen,Night at the Opera,7.98,cass,3,2019-06-12,X012
The Cars,The Cars,8.98,cass,2,2019-06-12,X012
The Who,Who's Next,7.98,cass,6,2019-06-12,X012
The Who,Who's Next,7.98,lp,3,2019-06-12,X012
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-08-16,X026
Queen,Night at the Opera,7.98,cass,4,2019-08-16,X026
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-08-16,X026
The Beatles,Abbey Road,7.98,cass,6,2019-08-16,X026
Queen,Night at the Opera,7.98,lp,1,2019-08-16,X026
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-10-20,X014
Lynyrd Skynyrd,Second Helping,7.98,lp,2,2019-10-20,X014
Queen,Night at the Opera,7.98,lp,5,2019-10-20,X014
Rush,Moving Pictures,8.98,lp,5,2019-10-20,X014
Pink Floyd,The Wall,14.98,lp,4,2019-10-20,X014
Heart,Dreamboat Annie,7.98,cass,6,2019-03-05,X044
Van Halen,1984,9.98,cass,4,2019-03-05,X044
Lynyrd Skynyrd,Second Helping,7.98,cass,3,2019-03-20,X039
Pink Floyd,The Wall,14.98,cass,5,2019-03-20,X039
ZZ Top,Eliminator,9.98,cass,0,2019-02-13,X015
Led Zeppelin,IV (untitled),7.98,lp,5,2019-02-13,X015
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,3,2019-02-13,X015
Fleetwood Mac,Rumours,8.98,lp,3,2019-02-13,X015
Pink Floyd,The Wall,14.98,cass,5,2019-03-18,X031
Boston,Boston,8.98,lp,5,2019-03-18,X031
The Who,Who's Next,7.98,lp,3,2019-01-27,X032
AC/DC,Back in Black,8.98,cass,6,2019-01-27,X032
The Beatles,Abbey Road,7.98,cass,3,2019-05-22,X044
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-05-22,X044
Van Halen,1984,9.98,cass,3,2019-05-22,X044
Van Halen,1984,9.98,cass,4,2019-05-22,X044
The Cars,The Cars,8.98,lp,5,2019-05-22,X044
The Doors,The Doors,7.98,cass,5,2019-05-22,X044
Van Halen,1984,9.98,cass,4,2019-05-22,X044
The Rolling Stones,Sticky Fingers,7.98,lp,9,2019-05-22,X044
AC/DC,Back in Black,8.98,cass,3,2019-05-22,X044
Steve Miller Band,Fly Like an Eagle,8.98,cass,1,2019-05-22,X044
Def Leppard,Hysteria,9.98,lp,3,2019-02-08,X031
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-02-08,X031
Pink Floyd,The Wall,14.98,lp,6,2019-02-08,X031
Led Zeppelin,IV (untitled),7.98,cass,4,2019-02-08,X031
The Who,Who's Next,7.98,lp,6,2019-02-08,X031
Pink Floyd,The Wall,14.98,cass,6,2019-07-20,X027
Fleetwood Mac,Rumours,8.98,cass,5,2019-07-20,X027
The Who,Who's Next,7.98,cass,7,2019-07-20,X027
Led Zeppelin,IV (untitled),7.98,cass,3,2019-01-23,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,10,2019-01-23,X042
Van Halen,1984,9.98,cass,5,2019-01-23,X042
Eagles,Hotel California,8.98,lp,1,2019-01-23,X042
Van Halen,1984,9.98,cass,2,2019-11-18,X004
AC/DC,Back in Black,8.98,cass,3,2019-11-18,X004
Aerosmith,Toys in the Attic,7.98,cass,4,2019-11-18,X004
The Beatles,Abbey Road,7.98,cass,4,2019-11-18,X004
The Doors,The Doors,7.98,lp,8,2019-11-18,X004
Queen,Night at the Opera,7.98,cass,2,2019-11-18,X004
Rush,Moving Pictures,8.98,cass,5,2019-11-18,X004
Journey,Escape,8.98,lp,4,2019-11-18,X004
The Rolling Stones,Sticky Fingers,7.98,cass,1,2019-11-18,X004
U2,War,9.98,cass,6,2019-12-25,X023
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-12-25,X023
Foreigner,4,8.98,cass,4,2019-12-25,X023
Boston,Boston,8.98,cass,6,2019-12-25,X023
Pink Floyd,The Wall,14.98,cass,3,2019-12-25,X023
Van Halen,1984,9.98,cass,3,2019-12-25,X023
Heart,Dreamboat Annie,7.98,cass,5,2019-12-25,X023
ZZ Top,Eliminator,9.98,lp,3,2019-12-25,X023
The Cars,The Cars,8.98,lp,0,2019-12-25,X023
AC/DC,Back in Black,8.98,cass,3,2019-12-25,X023
AC/DC,Back in Black,8.98,lp,2,2019-11-06,X029
Van Halen,1984,9.98,lp,1,2019-11-06,X029
AC/DC,Back in Black,8.98,lp,0,2019-11-06,X029
ZZ Top,Eliminator,9.98,cass,4,2019-11-06,X029
Aerosmith,Toys in the Attic,7.98,cass,6,2019-11-06,X029
Van Halen,1984,9.98,lp,10,2019-11-06,X029
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-11-06,X029
Bad Company,Bad Company,7.98,cass,5,2019-02-07,X010
AC/DC,Back in Black,8.98,lp,6,2019-02-07,X010
ZZ Top,Eliminator,9.98,lp,6,2019-07-02,X044
Bad Company,Bad Company,7.98,cass,1,2019-07-02,X044
Steve Miller Band,Fly Like an Eagle,8.98,cass,2,2019-07-02,X044
Pink Floyd,The Wall,14.98,cass,4,2019-07-02,X044
The Who,Who's Next,7.98,cass,5,2019-07-02,X044
Lynyrd Skynyrd,Second Helping,7.98,cass,5,2019-04-27,X037
Queen,Night at the Opera,7.98,cass,3,2019-04-27,X037
Def Leppard,Hysteria,9.98,cass,1,2019-04-27,X037
The Cars,The Cars,8.98,cass,2,2019-04-27,X037
Steve Miller Band,Fly Like an Eagle,8.98,cass,3,2019-04-27,X037
Pink Floyd,The Wall,14.98,cass,0,2019-04-27,X037
Foreigner,4,8.98,cass,5,2019-04-27,X037
Led Zeppelin,IV (untitled),7.98,lp,3,2019-07-06,X009
The Doors,The Doors,7.98,cass,5,2019-07-06,X009
Led Zeppelin,IV (untitled),7.98,lp,4,2019-07-06,X009
Boston,Boston,8.98,lp,7,2019-07-06,X009
Eagles,Hotel California,8.98,cass,0,2019-07-09,X008
Boston,Boston,8.98,cass,7,2019-07-09,X008
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-07-09,X008
The Cars,The Cars,8.98,lp,4,2019-01-14,X035
ZZ Top,Eliminator,9.98,lp,8,2019-01-14,X035
The Beatles,Abbey Road,7.98,lp,4,2019-01-14,X035
Boston,Boston,8.98,cass,6,2019-01-14,X035
The Beatles,Abbey Road,7.98,cass,8,2019-03-03,X023
Led Zeppelin,IV (untitled),7.98,cass,7,2019-03-03,X023
The Cars,The Cars,8.98,lp,4,2019-03-03,X023
Foreigner,4,8.98,cass,7,2019-03-03,X023
Boston,Boston,8.98,cass,2,2019-03-03,X023
Steve Miller Band,Fly Like an Eagle,8.98,cass,5,2019-09-30,X023
Van Halen,1984,9.98,cass,2,2019-09-30,X023
Lynyrd Skynyrd,Second Helping,7.98,cass,1,2019-09-30,X023
Foreigner,4,8.98,cass,2,2019-09-30,X023
Def Leppard,Hysteria,9.98,cass,7,2019-09-30,X023
Bad Company,Bad Company,7.98,cass,2,2019-09-30,X023
The Cars,The Cars,8.98,lp,3,2019-08-21,X022
Led Zeppelin,IV (untitled),7.98,cass,2,2019-08-21,X022
Queen,Night at the Opera,7.98,cass,6,2019-08-21,X022
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-08-21,X022
AC/DC,Back in Black,8.98,lp,6,2019-08-21,X022
Van Halen,1984,9.98,lp,2,2019-08-21,X022
Led Zeppelin,IV (untitled),7.98,cass,7,2019-06-29,X004
Aerosmith,Toys in the Attic,7.98,cass,4,2019-06-29,X004
The Beatles,Abbey Road,7.98,lp,5,2019-06-29,X004
Van Halen,1984,9.98,cass,4,2019-06-29,X004
Van Halen,1984,9.98,cass,7,2019-11-30,X045
Led Zeppelin,IV (untitled),7.98,lp,3,2019-11-30,X045
Led Zeppelin,IV (untitled),7.98,cass,7,2019-11-30,X045
Boston,Boston,8.98,cass,2,2019-11-30,X045
Led Zeppelin,IV (untitled),7.98,cass,4,2019-11-30,X045
ZZ Top,Eliminator,9.98,lp,8,2019-11-30,X045
The Cars,The Cars,8.98,cass,4,2019-11-30,X045
The Rolling Stones,Sticky Fingers,7.98,lp,5,2019-11-30,X045
U2,War,9.98,cass,1,2019-11-30,X045
Def Leppard,Hysteria,9.98,cass,5,2019-11-30,X045
The Cars,The Cars,8.98,cass,4,2019-04-13,X017
Pink Floyd,The Wall,14.98,cass,3,2019-04-13,X017
Journey,Escape,8.98,lp,4,2019-04-13,X017
Queen,Night at the Opera,7.98,cass,3,2019-04-13,X017
Lynyrd Skynyrd,Second Helping,7.98,cass,2,2019-04-13,X017
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-04-13,X017
Def Leppard,Hysteria,9.98,lp,4,2019-04-13,X017
Steve Miller Band,Fly Like an Eagle,8.98,lp,3,2019-10-01,X042
The Beatles,Abbey Road,7.98,cass,4,2019-10-01,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-10-01,X042
The Doors,The Doors,7.98,cass,2,2019-10-01,X042
Journey,Escape,8.98,cass,3,2019-12-09,X005
Led Zeppelin,IV (untitled),7.98,lp,1,2019-12-09,X005
Def Leppard,Hysteria,9.98,cass,5,2019-12-09,X005
Led Zeppelin,IV (untitled),7.98,lp,5,2019-04-03,X015
The Beatles,Abbey Road,7.98,lp,6,2019-04-03,X015
AC/DC,Back in Black,8.98,lp,3,2019-04-03,X015
The Cars,The Cars,8.98,cass,6,2019-04-03,X015
Pink Floyd,The Wall,14.98,cass,6,2019-04-03,X015
Aerosmith,Toys in the Attic,7.98,cass,4,2019-09-30,X026
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-09-30,X026
The Beatles,Abbey Road,7.98,cass,4,2019-09-30,X026
Eagles,Hotel California,8.98,cass,6,2019-09-30,X026
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-09-30,X026
Aerosmith,Toys in the Attic,7.98,cass,6,2019-03-29,X010
Led Zeppelin,IV (untitled),7.98,cass,2,2019-03-29,X010
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-03-29,X010
Heart,Dreamboat Annie,7.98,lp,5,2019-03-29,X010
Led Zeppelin,IV (untitled),7.98,lp,7,2019-03-29,X010
The Who,Who's Next,7.98,lp,5,2019-03-21,X009
The Beatles,Abbey Road,7.98,cass,4,2019-03-21,X009
Queen,Night at the Opera,7.98,lp,3,2019-03-21,X009
U2,War,9.98,cass,3,2019-03-21,X009
The Beatles,Abbey Road,7.98,lp,5,2019-09-29,X019
The Cars,The Cars,8.98,cass,2,2019-09-29,X019
Queen,Night at the Opera,7.98,lp,2,2019-09-29,X019
Aerosmith,Toys in the Attic,7.98,cass,5,2019-09-29,X019
U2,War,9.98,cass,1,2019-08-14,X045
The Doors,The Doors,7.98,lp,2,2019-08-14,X045
Aerosmith,Toys in the Attic,7.98,cass,5,2019-06-17,X026
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-06-17,X026
Fleetwood Mac,Rumours,8.98,cass,2,2019-06-17,X026
The Beatles,Abbey Road,7.98,cass,7,2019-06-17,X026
U2,War,9.98,cass,4,2019-06-17,X026
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-06-17,X026
Foreigner,4,8.98,lp,1,2019-06-17,X026
The Who,Who's Next,7.98,lp,5,2019-06-17,X026
Boston,Boston,8.98,cass,3,2019-06-17,X026
Eagles,Hotel California,8.98,cass,4,2019-06-17,X026
The Rolling Stones,Sticky Fingers,7.98,cass,7,2019-06-17,X026
Van Halen,1984,9.98,cass,3,2019-05-09,X038
Fleetwood Mac,Rumours,8.98,cass,3,2019-05-09,X038
Journey,Escape,8.98,cass,7,2019-05-09,X038
Van Halen,1984,9.98,cass,0,2019-05-09,X038
Bad Company,Bad Company,7.98,cass,2,2019-05-09,X038
Boston,Boston,8.98,cass,2,2019-12-30,X043
Pink Floyd,The Wall,14.98,cass,5,2019-12-30,X043
Van Halen,1984,9.98,lp,1,2019-12-30,X043
Aerosmith,Toys in the Attic,7.98,cass,2,2019-12-30,X043
Queen,Night at the Opera,7.98,cass,3,2019-12-30,X043
Rush,Moving Pictures,8.98,cass,4,2019-12-30,X043
Led Zeppelin,IV (untitled),7.98,cass,5,2019-07-27,X039
Led Zeppelin,IV (untitled),7.98,lp,3,2019-07-27,X039
Bad Company,Bad Company,7.98,lp,2,2019-07-27,X039
AC/DC,Back in Black,8.98,cass,5,2019-07-27,X039
Def Leppard,Hysteria,9.98,cass,6,2019-01-30,X028
Boston,Boston,8.98,lp,4,2019-01-30,X028
Boston,Boston,8.98,cass,5,2019-01-30,X028
Van Halen,1984,9.98,cass,5,2019-01-30,X028
Heart,Dreamboat Annie,7.98,lp,1,2019-01-30,X028
Queen,Night at the Opera,7.98,cass,1,2019-10-26,X004
Aerosmith,Toys in the Attic,7.98,cass,1,2019-10-26,X004
Journey,Escape,8.98,cass,4,2019-10-26,X004
U2,War,9.98,cass,4,2019-10-26,X004
Aerosmith,Toys in the Attic,7.98,cass,7,2019-10-26,X004
Led Zeppelin,IV (untitled),7.98,cass,3,2019-05-17,X002
Eagles,Hotel California,8.98,cass,6,2019-05-17,X002
Foreigner,4,8.98,cass,6,2019-05-17,X002
Aerosmith,Toys in the Attic,7.98,lp,1,2019-05-17,X002
Led Zeppelin,IV (untitled),7.98,lp,0,2019-05-17,X002
U2,War,9.98,cass,6,2019-05-17,X002
The Beatles,Abbey Road,7.98,cass,2,2019-01-19,X008
Def Leppard,Hysteria,9.98,cass,4,2019-01-19,X008
Led Zeppelin,IV (untitled),7.98,cass,3,2019-03-24,X001
AC/DC,Back in Black,8.98,cass,3,2019-03-24,X001
Lynyrd Skynyrd,Second Helping,7.98,lp,5,2019-03-24,X001
ZZ Top,Eliminator,9.98,lp,3,2019-05-30,X025
The Who,Who's Next,7.98,cass,6,2019-05-30,X025
Led Zeppelin,IV (untitled),7.98,lp,8,2019-05-30,X025
The Beatles,Abbey Road,7.98,cass,4,2019-05-30,X025
Bad Company,Bad Company,7.98,cass,7,2019-05-30,X025
Aerosmith,Toys in the Attic,7.98,lp,7,2019-05-30,X025
Rush,Moving Pictures,8.98,lp,8,2019-07-30,X008
Led Zeppelin,IV (untitled),7.98,lp,3,2019-07-30,X008
Led Zeppelin,IV (untitled),7.98,cass,10,2019-07-30,X008
Foreigner,4,8.98,cass,5,2019-07-30,X008
The Rolling Stones,Sticky Fingers,7.98,lp,1,2019-07-30,X008
The Who,Who's Next,7.98,lp,8,2019-07-30,X008
Led Zeppelin,IV (untitled),7.98,lp,5,2019-06-07,X027
AC/DC,Back in Black,8.98,cass,6,2019-06-07,X027
Lynyrd Skynyrd,Second Helping,7.98,lp,5,2019-06-07,X027
Led Zeppelin,IV (untitled),7.98,cass,3,2019-06-07,X027
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-06-07,X027
Van Halen,1984,9.98,lp,3,2019-06-07,X027
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-06-07,X027
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-10-14,X034
Boston,Boston,8.98,cass,4,2019-10-14,X034
Van Halen,1984,9.98,lp,4,2019-10-14,X034
Rush,Moving Pictures,8.98,cass,7,2019-10-14,X034
Van Halen,1984,9.98,lp,2,2019-10-14,X034
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-10-14,X034
Journey,Escape,8.98,cass,8,2019-02-20,X018
Def Leppard,Hysteria,9.98,cass,1,2019-02-20,X018
Led Zeppelin,IV (untitled),7.98,cass,6,2019-02-20,X018
Journey,Escape,8.98,lp,3,2019-02-20,X018
The Who,Who's Next,7.98,cass,4,2019-02-20,X018
Boston,Boston,8.98,cass,3,2019-02-20,X018
The Who,Who's Next,7.98,cass,6,2019-07-17,X015
Aerosmith,Toys in the Attic,7.98,cass,4,2019-07-17,X015
AC/DC,Back in Black,8.98,cass,5,2019-07-17,X015
U2,War,9.98,cass,5,2019-05-31,X032
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-05-31,X032
AC/DC,Back in Black,8.98,cass,5,2019-05-31,X032
The Beatles,Abbey Road,7.98,cass,4,2019-05-31,X032
Van Halen,1984,9.98,lp,4,2019-05-31,X032
Pink Floyd,The Wall,14.98,cass,7,2019-04-12,X040
Def Leppard,Hysteria,9.98,lp,9,2019-04-12,X040
The Beatles,Abbey Road,7.98,cass,6,2019-04-12,X040
The Cars,The Cars,8.98,lp,3,2019-04-12,X040
Van Halen,1984,9.98,lp,1,2019-04-12,X040
AC/DC,Back in Black,8.98,lp,2,2019-04-12,X040
The Beatles,Abbey Road,7.98,cass,3,2019-04-12,X040
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-04-12,X040
Pink Floyd,The Wall,14.98,cass,3,2019-04-12,X040
Rush,Moving Pictures,8.98,lp,2,2019-04-12,X040
Led Zeppelin,IV (untitled),7.98,lp,3,2019-04-12,X040
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-04-12,X040
U2,War,9.98,cass,4,2019-07-01,X031
Queen,Night at the Opera,7.98,lp,1,2019-07-01,X031
Pink Floyd,The Wall,14.98,cass,4,2019-07-01,X031
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-01,X031
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-07-01,X031
The Cars,The Cars,8.98,cass,3,2019-05-26,X010
The Rolling Stones,Sticky Fingers,7.98,lp,1,2019-05-26,X010
Steve Miller Band,Fly Like an Eagle,8.98,cass,3,2019-05-26,X010
Van Halen,1984,9.98,cass,4,2019-05-26,X010
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-03-28,X003
Van Halen,1984,9.98,cass,5,2019-03-28,X003
Led Zeppelin,IV (untitled),7.98,cass,5,2019-03-28,X003
Foreigner,4,8.98,cass,3,2019-03-28,X003
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-03-28,X003
The Beatles,Abbey Road,7.98,lp,3,2019-11-30,X010
Van Halen,1984,9.98,cass,2,2019-11-30,X010
U2,War,9.98,lp,1,2019-11-30,X010
The Doors,The Doors,7.98,cass,2,2019-06-20,X007
Bad Company,Bad Company,7.98,lp,6,2019-06-20,X007
Journey,Escape,8.98,cass,1,2019-06-20,X007
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,6,2019-06-20,X007
Van Halen,1984,9.98,cass,2,2019-06-20,X007
The Cars,The Cars,8.98,cass,4,2019-06-20,X007
Foreigner,4,8.98,cass,0,2019-03-17,X019
Def Leppard,Hysteria,9.98,cass,6,2019-03-17,X019
Led Zeppelin,IV (untitled),7.98,cass,3,2019-03-17,X019
Eagles,Hotel California,8.98,cass,3,2019-03-17,X019
Led Zeppelin,IV (untitled),7.98,lp,2,2019-03-17,X019
AC/DC,Back in Black,8.98,cass,4,2019-04-09,X021
Led Zeppelin,IV (untitled),7.98,lp,6,2019-04-09,X021
Fleetwood Mac,Rumours,8.98,cass,7,2019-04-09,X021
The Doors,The Doors,7.98,lp,5,2019-04-09,X021
The Beatles,Abbey Road,7.98,lp,5,2019-04-09,X021
The Cars,The Cars,8.98,cass,3,2019-04-09,X021
Def Leppard,Hysteria,9.98,cass,2,2019-04-09,X021
ZZ Top,Eliminator,9.98,cass,5,2019-10-05,X045
Lynyrd Skynyrd,Second Helping,7.98,lp,7,2019-10-05,X045
Def Leppard,Hysteria,9.98,lp,5,2019-10-05,X045
Van Halen,1984,9.98,cass,6,2019-10-05,X045
Van Halen,1984,9.98,lp,3,2019-10-05,X045
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-10-05,X045
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-02-15,X011
Foreigner,4,8.98,cass,8,2019-02-15,X011
Journey,Escape,8.98,cass,4,2019-02-15,X011
Pink Floyd,The Wall,14.98,cass,1,2019-02-15,X011
Aerosmith,Toys in the Attic,7.98,cass,1,2019-02-15,X011
Eagles,Hotel California,8.98,cass,5,2019-02-15,X011
Aerosmith,Toys in the Attic,7.98,cass,6,2019-03-17,X018
AC/DC,Back in Black,8.98,cass,5,2019-03-17,X018
Led Zeppelin,IV (untitled),7.98,cass,6,2019-03-17,X018
Rush,Moving Pictures,8.98,cass,7,2019-03-19,X017
The Cars,The Cars,8.98,cass,4,2019-03-19,X017
The Beatles,Abbey Road,7.98,cass,3,2019-03-19,X017
Aerosmith,Toys in the Attic,7.98,lp,4,2019-08-13,X008
Van Halen,1984,9.98,lp,4,2019-08-13,X008
Rush,Moving Pictures,8.98,cass,6,2019-08-13,X008
Aerosmith,Toys in the Attic,7.98,cass,4,2019-08-13,X008
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-06-15,X038
Aerosmith,Toys in the Attic,7.98,cass,1,2019-06-15,X038
AC/DC,Back in Black,8.98,cass,6,2019-06-15,X038
Rush,Moving Pictures,8.98,cass,1,2019-06-15,X038
Def Leppard,Hysteria,9.98,cass,4,2019-03-01,X043
Journey,Escape,8.98,cass,3,2019-01-30,X016
Aerosmith,Toys in the Attic,7.98,cass,3,2019-01-30,X016
Van Halen,1984,9.98,cass,6,2019-01-30,X016
The Doors,The Doors,7.98,cass,5,2019-01-30,X016
Queen,Night at the Opera,7.98,cass,4,2019-07-31,X031
Eagles,Hotel California,8.98,cass,5,2019-07-31,X031
The Rolling Stones,Sticky Fingers,7.98,lp,5,2019-07-31,X031
The Doors,The Doors,7.98,cass,2,2019-07-31,X031
The Cars,The Cars,8.98,cass,5,2019-07-31,X031
Rush,Moving Pictures,8.98,lp,3,2019-07-31,X031
Van Halen,1984,9.98,lp,5,2019-07-31,X031
The Doors,The Doors,7.98,cass,6,2019-08-29,X019
The Beatles,Abbey Road,7.98,lp,2,2019-08-29,X019
Pink Floyd,The Wall,14.98,cass,5,2019-08-29,X019
Queen,Night at the Opera,7.98,lp,5,2019-08-29,X019
Rush,Moving Pictures,8.98,lp,7,2019-10-12,X009
AC/DC,Back in Black,8.98,cass,7,2019-10-12,X009
The Who,Who's Next,7.98,cass,5,2019-07-22,X034
Boston,Boston,8.98,lp,2,2019-07-22,X034
Journey,Escape,8.98,lp,2,2019-07-22,X034
Pink Floyd,The Wall,14.98,lp,6,2019-07-22,X034
Bad Company,Bad Company,7.98,cass,7,2019-07-22,X034
Led Zeppelin,IV (untitled),7.98,lp,5,2019-07-22,X034
AC/DC,Back in Black,8.98,cass,4,2019-07-22,X034
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-07-22,X034
Fleetwood Mac,Rumours,8.98,cass,4,2019-07-22,X034
Van Halen,1984,9.98,cass,8,2019-07-22,X034
The Who,Who's Next,7.98,cass,5,2019-10-14,X035
The Beatles,Abbey Road,7.98,cass,1,2019-10-14,X035
Van Halen,1984,9.98,cass,6,2019-10-14,X035
Pink Floyd,The Wall,14.98,cass,4,2019-10-14,X035
Lynyrd Skynyrd,Second Helping,7.98,cass,5,2019-10-14,X035
Eagles,Hotel California,8.98,cass,3,2019-12-17,X029
The Who,Who's Next,7.98,cass,12,2019-12-17,X029
Pink Floyd,The Wall,14.98,cass,5,2019-12-17,X029
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-12-17,X029
The Cars,The Cars,8.98,cass,2,2019-07-07,X038
Journey,Escape,8.98,lp,5,2019-07-07,X038
ZZ Top,Eliminator,9.98,cass,5,2019-07-07,X038
Foreigner,4,8.98,lp,8,2019-07-07,X038
Led Zeppelin,IV (untitled),7.98,lp,6,2019-07-07,X038
U2,War,9.98,lp,8,2019-07-07,X038
Journey,Escape,8.98,cass,5,2019-02-22,X030
Bad Company,Bad Company,7.98,cass,3,2019-02-22,X030
Led Zeppelin,IV (untitled),7.98,lp,7,2019-02-22,X030
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-02-22,X030
Aerosmith,Toys in the Attic,7.98,cass,2,2019-10-18,X021
Aerosmith,Toys in the Attic,7.98,lp,5,2019-10-18,X021
The Beatles,Abbey Road,7.98,cass,1,2019-10-18,X021
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-10-18,X021
Queen,Night at the Opera,7.98,cass,4,2019-10-18,X021
ZZ Top,Eliminator,9.98,lp,3,2019-10-18,X021
Foreigner,4,8.98,cass,5,2019-10-18,X021
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-10-18,X021
The Doors,The Doors,7.98,lp,5,2019-10-18,X021
U2,War,9.98,lp,5,2019-10-18,X021
Pink Floyd,The Wall,14.98,cass,3,2019-10-07,X034
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-10-07,X034
Pink Floyd,The Wall,14.98,lp,4,2019-10-07,X034
ZZ Top,Eliminator,9.98,lp,3,2019-10-07,X034
The Beatles,Abbey Road,7.98,cass,6,2019-10-07,X034
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-04-29,X008
Journey,Escape,8.98,cass,7,2019-05-26,X004
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-05-26,X004
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,0,2019-05-26,X004
U2,War,9.98,lp,6,2019-05-26,X004
Lynyrd Skynyrd,Second Helping,7.98,cass,6,2019-07-11,X039
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-07-11,X039
U2,War,9.98,cass,5,2019-07-11,X039
Journey,Escape,8.98,cass,7,2019-07-11,X039
Foreigner,4,8.98,cass,4,2019-06-25,X001
The Who,Who's Next,7.98,cass,3,2019-06-25,X001
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-06-25,X001
Boston,Boston,8.98,cass,8,2019-06-25,X001
ZZ Top,Eliminator,9.98,lp,3,2019-06-25,X001
Def Leppard,Hysteria,9.98,cass,3,2019-06-25,X001
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-03-17,X004
Led Zeppelin,IV (untitled),7.98,cass,3,2019-03-17,X004
Van Halen,1984,9.98,lp,2,2019-03-17,X004
The Who,Who's Next,7.98,cass,5,2019-03-17,X004
Led Zeppelin,IV (untitled),7.98,lp,2,2019-08-02,X012
ZZ Top,Eliminator,9.98,cass,6,2019-08-02,X012
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-08-02,X012
The Who,Who's Next,7.98,cass,5,2019-08-02,X012
The Rolling Stones,Sticky Fingers,7.98,cass,7,2019-08-02,X012
Def Leppard,Hysteria,9.98,cass,3,2019-08-02,X012
Led Zeppelin,IV (untitled),7.98,cass,2,2019-08-02,X012
Boston,Boston,8.98,cass,3,2019-08-02,X012
Foreigner,4,8.98,cass,5,2019-08-02,X012
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-09-05,X012
The Doors,The Doors,7.98,lp,1,2019-04-17,X015
Steve Miller Band,Fly Like an Eagle,8.98,cass,5,2019-04-17,X015
Van Halen,1984,9.98,cass,4,2019-04-17,X015
Led Zeppelin,IV (untitled),7.98,lp,0,2019-04-17,X015
The Doors,The Doors,7.98,cass,3,2019-04-17,X015
Bad Company,Bad Company,7.98,cass,3,2019-04-17,X015
